time,latitude,longitude,altitude,distance,hr,speed
2021-11-23 16:46:51+00:00,52.13182940147817,21.07136160135269,114.0,0.0,87.0,0.0
2021-11-23 16:46:52+00:00,52.13183367624879,21.071361685171723,114.0,1.4900000095367432,89.0,1.4930000305175781
2021-11-23 16:46:53+00:00,52.13183711282909,21.071362858638167,114.0,3.9000000953674316,89.0,2.4070000648498535
2021-11-23 16:46:54+00:00,52.13183669373393,21.071373838931322,113.80000305175781,6.739999771118164,89.0,2.8369998931884766
2021-11-23 16:46:55+00:00,52.13183216750622,21.071418514475226,113.80000305175781,9.539999961853027,91.0,2.7990000247955322
2021-11-23 16:46:56+00:00,52.131826132535934,21.071473583579063,113.80000305175781,12.399999618530273,91.0,2.865000009536743
2021-11-23 16:46:57+00:00,52.1318175829947,21.071516163647175,114.0,15.260000228881836,99.0,2.8550000190734863
2021-11-23 16:46:58+00:00,52.13180291466415,21.071557570248842,114.0,18.1200008392334,99.0,2.865000009536743
2021-11-23 16:46:59+00:00,52.13178154081106,21.071594702079892,114.0,20.989999771118164,99.0,2.874000072479248
2021-11-23 16:47:00+00:00,52.131759244948626,21.071619680151343,114.0,23.889999389648438,105.0,2.8929998874664307
2021-11-23 16:47:01+00:00,52.13173057883978,21.071649016812444,114.19999694824219,26.780000686645508,115.0,2.8929998874664307
2021-11-23 16:47:02+00:00,52.1317071095109,21.071670558303595,114.4000015258789,29.68000030517578,115.0,2.9019999504089355
2021-11-23 16:47:03+00:00,52.13168472982943,21.071699811145663,114.4000015258789,32.56999969482422,115.0,2.8929998874664307
2021-11-23 16:47:04+00:00,52.13166662491858,21.071718586608768,114.5999984741211,35.470001220703125,125.0,2.8929998874664307
2021-11-23 16:47:05+00:00,52.13163401931524,21.071746665984392,114.80000305175781,38.349998474121094,122.0,2.882999897003174
2021-11-23 16:47:06+00:00,52.13161331601441,21.07177156023681,115.0,41.2400016784668,120.0,2.882999897003174
2021-11-23 16:47:07+00:00,52.13160074315965,21.071790168061852,115.0,44.11000061035156,123.0,2.874000072479248
2021-11-23 16:47:08+00:00,52.131576435640454,21.07181489467621,115.0,46.970001220703125,126.0,2.865000009536743
2021-11-23 16:47:09+00:00,52.13155422359705,21.07183752581477,115.0,49.81999969482422,129.0,2.8459999561309814
2021-11-23 16:47:10+00:00,52.13153569959104,21.07185839675367,115.19999694824219,52.66999816894531,129.0,2.8459999561309814
2021-11-23 16:47:11+00:00,52.13151616975665,21.07187993824482,115.19999694824219,55.5099983215332,132.0,2.8459999561309814
2021-11-23 16:47:12+00:00,52.1314927842468,21.071899635717273,115.19999694824219,58.369998931884766,130.0,2.8550000190734863
2021-11-23 16:47:13+00:00,52.131477780640125,21.071910448372364,115.19999694824219,61.22999954223633,130.0,2.865000009536743
2021-11-23 16:47:14+00:00,52.13145741261542,21.071926206350327,115.4000015258789,64.0999984741211,130.0,2.874000072479248
2021-11-23 16:47:15+00:00,52.131435787305236,21.071944227442145,115.5999984741211,66.9800033569336,129.0,2.874000072479248
2021-11-23 16:47:16+00:00,52.131411312147975,21.071970211341977,115.80000305175781,69.8499984741211,128.0,2.874000072479248
